"","Player","Tm","Pos","MP","FG","FGP","X3P","X3PP","FTP","AST","ORB","DRB","STL","BLK"
"313","Nicolò Melli","NOP","PF","10.5","0.6","28.6","0.5","27.3","80","0.9","0.2","1.9","0.5","0.1"
"314","De'Anthony Melton","MEM","PG","21.5","4","48","1.6","44.2","62.5","3.2","0.3","2.7","0.9","1"
"315","Sam Merrill","MIL","SG","6.1","0.4","40","0.4","50","100","1.1","0.3","0.8","0.1","0"
"316","Chimezie Metu","SAC","C","6.5","1.4","50","0.1","33.3","66.7","0.5","1","1.1","0.3","0.5"
"317","Khris Middleton","MIL","SF","33","7.5","51","2.4","44.2","90.2","5.8","0.7","5.1","1","0.1"
"318","Darius Miller","OKC","SF","9.3","0.9","45.8","0.8","42.9","100","0.8","0.1","1.2","0.4","0.3"
"319","Patty Mills","SAS","PG","25.4","4.7","44.9","2.6","40","94.3","2.7","0.3","1.6","0.7","0"
"320","Paul Millsap","DEN","PF","23.9","3.8","52.4","1.2","41","69.5","1.7","1.6","3.6","0.8","0.5"
"321","Shake Milton","PHI","SG","24.4","4.9","45.2","1","30.6","87.5","3","0.5","1.4","0.7","0.2"
"322","Donovan Mitchell","UTA","SG","33.6","8.3","42.7","3.4","39.1","83.2","5.1","1","3.4","0.9","0.4"
"323","Adam Mokoka","CHI","SG","6","0.7","35.7","0.1","12.5","0","0.6","0.1","0.4","0.3","0.1"
"324","Malik Monk","CHO","SG","21.1","3.6","45","2.2","50","85","1.8","0.3","2","0.3","0.1"
"325","E'Twaun Moore","PHO","SG","16.2","2.3","43.8","0.4","26.3","75","1.6","0.4","1.1","0.8","0.1"
"326","Ja Morant","MEM","PG","30.3","6.8","45.8","0.8","25","80.2","8.3","0.8","2.3","0.9","0.3"
"327","Juwan Morgan","UTA","PF","5.3","0.5","46.2","0.3","33.3","0","0.3","0.3","0.8","0.3","0"
"328","Marcus Morris","LAC","PF","25","4.5","45","2.5","50","89.7","0.9","0.8","3","0.6","0.3"
"329","Markieff Morris","LAL","PF","15.3","1.6","38.7","0.9","32.3","72.2","0.9","0.6","2.9","0.2","0.3"
"330","Monte Morris","DEN","PG","26","4.1","48.9","1.3","39.1","70.2","3.3","0.3","1.9","0.7","0.3"
"331","Mychal Mulder","GSW","PG","10.8","1.4","47.6","1.1","44.4","63.6","0.4","0","0.9","0.2","0.2"
"332","Dejounte Murray","SAS","PG","30.4","6.2","44.7","1","31.5","81","5","0.6","6.6","1.6","0.1"
"333","Jamal Murray","DEN","PG","34.9","7.2","45.2","2.3","35.8","80.9","4.5","0.7","3.6","1.1","0.3"
"334","Mike Muscala","OKC","C","19","3.4","44.4","2","38","90.6","0.9","0.5","3.2","0.3","0.3"
"335","Sviatoslav Mykhailiuk","DET","SF","15.4","2.1","38","1.4","32.2","87.5","1.2","0.3","1.6","0.6","0.2"
"336","Abdel Nader","PHO","SF","14.3","2.6","50","0.8","40","77.8","0.9","0","2.4","0.4","0.1"
"337","Larry Nance Jr.","CLE","PF","33.4","3.7","48.3","1.3","38.1","57.1","3.2","1.4","5.4","1.9","0.5"
"338","Aaron Nesmith","BOS","SF","14.7","1.2","34","0.9","31.6","71.4","0.5","0.5","1.8","0","0.3"
"339","Raul Neto","WAS","PG","18.9","3.1","46.8","1","36.8","80","1.7","0.5","1.8","1","0.1"
"340","Georges Niang","UTA","PF","13.1","1.8","39","1","32.3","100","0.8","0.3","1.9","0.4","0.1"
"341","Zeke Nnaji","DEN","PF","7.5","1.1","50","0.7","50","50","0","0.3","0.5","0.1","0.1"
"342","Nerlens Noel","NYK","C","19","1.8","56.4","0","0","54.5","0.5","1.7","3.6","0.9","1.9"
"343","Jaylen Nowell","MIN","SG","15.7","3.5","45.7","1.1","35.4","78.6","0.9","0.5","1.2","0.4","0.3"
"344","Frank Ntilikina","NYK","PG","10.5","1.5","42.9","1.3","55.6","33.3","0.8","0.3","0.8","0.8","0"
"345","Kendrick Nunn","MIA","PG","28.4","5.4","47.3","1.9","34.9","87.5","2.3","0.5","2.8","1.1","0.2"
"346","Jusuf Nurkić","POR","C","23.3","4.2","48.5","0.3","25","55.6","2.8","1.9","5.8","0.9","0.9"
"347","David Nwaba","HOU","SF","23.3","3.4","48.2","0.6","26.4","68","1.1","1.2","2.5","1.1","0.8"
